customer_id,treated,converted,tenure_months,avg_workouts_week,streak_active,support_tickets_30d,plan_type
C00588,0,0,40.8,3.0,1,0,annual
C00589,0,0,60.0,3.4,1,1,monthly
C00590,1,0,60.0,4.9,1,4,monthly
C00591,1,1,47.1,1.7,0,1,monthly
C00592,1,1,60.0,1.7,1,0,annual
C00593,1,1,47.8,1.2,0,0,monthly
C00594,0,0,60.0,4.2,1,0,monthly
C00595,0,1,60.0,3.6,1,0,annual
C00596,1,0,60.0,0.6,0,3,monthly
C00597,1,0,60.0,3.2,1,0,annual
C00598,0,0,60.0,5.0,1,1,monthly
C00599,1,0,60.0,2.1,1,2,monthly
C00600,1,0,29.5,0.8,0,0,annual
C00601,1,1,50.3,6.1,1,0,monthly
C00602,1,1,60.0,1.5,1,0,monthly
C00603,0,0,53.0,0.6,0,2,annual
C00604,1,0,60.0,1.2,1,0,monthly
C00605,1,0,60.0,2.0,1,1,monthly
C00606,1,1,60.0,1.7,1,1,monthly
C00607,1,1,60.0,2.6,0,3,annual
C00608,0,0,50.4,2.9,0,0,monthly
C00609,1,1,60.0,2.5,1,2,monthly
C00610,0,0,60.0,1.9,1,0,monthly
C00611,0,1,60.0,1.2,1,0,monthly
C00612,0,0,60.0,1.4,0,1,monthly
C00613,0,1,60.0,3.2,0,0,annual
C00614,0,0,42.0,2.6,1,0,monthly
C00615,0,0,55.3,5.1,1,1,monthly
C00616,0,1,60.0,2.2,0,1,monthly
C00617,0,1,60.0,1.8,1,0,annual
C00618,1,1,55.3,1.1,0,1,monthly
C00619,1,1,60.0,3.8,0,0,monthly
C00620,1,1,60.0,3.8,0,1,monthly
C00621,0,1,60.0,6.5,1,0,annual
C00622,0,1,42.7,3.4,1,2,monthly
C00623,1,1,60.0,3.5,0,0,monthly
C00624,1,1,48.3,5.0,1,0,monthly
C00625,1,0,54.3,2.2,0,1,monthly
C00626,1,1,55.7,4.2,1,0,annual
C00627,1,0,58.8,7.6,1,1,annual
C00628,1,1,60.0,4.5,0,0,monthly
C00629,0,1,60.0,1.5,0,0,monthly
C00630,1,1,60.0,1.3,1,0,monthly
C00631,1,0,60.0,2.0,1,2,monthly
C00632,1,1,60.0,2.5,0,1,annual
C00633,0,1,53.7,1.8,1,0,monthly
C00634,1,0,60.0,3.2,1,0,monthly
C00635,1,1,60.0,1.2,1,1,monthly
C00636,0,1,60.0,2.3,0,0,annual
C00637,1,1,60.0,1.1,1,0,annual
C00638,1,1,60.0,4.7,1,0,monthly
C00639,0,1,60.0,0.9,1,1,monthly
C00640,0,1,60.0,1.0,1,1,annual
C00641,1,0,60.0,4.8,0,1,monthly
C00642,0,1,60.0,3.5,1,1,monthly
C00643,0,0,60.0,2.1,0,2,annual
C00644,1,0,60.0,2.8,0,2,monthly
C00645,1,0,60.0,2.2,1,1,monthly
C00646,1,1,60.0,3.6,1,0,annual
C00647,0,0,55.5,0.5,0,2,monthly
C00648,0,1,60.0,3.5,1,2,annual
C00649,0,0,60.0,1.7,0,0,monthly
C00650,0,0,60.0,7.8,0,0,annual
C00651,1,1,60.0,1.1,0,0,monthly
C00652,1,1,60.0,4.1,1,2,annual
C00653,1,0,38.9,2.4,1,2,monthly
C00654,0,0,52.4,0.7,0,0,monthly
C00655,0,0,60.0,5.6,1,0,monthly
C00656,0,0,60.0,4.3,1,0,annual
C00657,0,0,57.5,4.8,1,0,monthly
C00658,0,1,60.0,9.4,0,0,annual
C00659,0,0,60.0,1.9,1,0,monthly
C00660,0,1,60.0,3.7,1,0,annual
C00661,0,1,58.5,3.3,0,1,monthly
C00662,0,0,60.0,0.4,0,1,monthly
C00663,0,1,60.0,2.4,1,2,monthly
C00664,1,1,43.8,4.8,0,1,monthly
C00665,0,0,60.0,5.6,1,0,monthly
C00666,1,0,60.0,5.4,0,0,annual
C00667,0,0,60.0,0.4,1,1,monthly
C00668,0,1,60.0,6.3,0,0,monthly
C00669,0,1,60.0,3.1,1,0,monthly
C00670,0,0,42.4,0.7,1,1,monthly
C00671,1,0,60.0,1.6,1,0,annual
C00672,0,0,60.0,9.2,0,0,monthly
C00673,0,1,55.6,0.8,1,2,annual
C00674,1,0,60.0,2.1,1,1,monthly
C00675,0,0,60.0,4.2,1,0,monthly
C00676,0,1,47.3,4.0,0,0,monthly
C00677,0,1,60.0,4.7,1,1,monthly
C00678,1,0,60.0,2.8,1,0,monthly
C00679,1,1,60.0,7.2,0,2,monthly
C00680,1,1,48.7,1.1,0,0,monthly
C00681,0,1,60.0,1.2,0,0,monthly
C00682,0,0,60.0,1.4,0,2,annual
C00683,1,1,60.0,6.2,1,2,monthly
C00684,0,1,50.1,3.9,1,0,annual
C00685,1,1,58.6,1.2,0,0,monthly
C00686,0,0,60.0,2.1,1,0,annual
C00687,1,1,37.1,3.6,1,1,monthly
C00688,0,0,48.2,2.3,0,4,monthly
C00689,1,1,60.0,6.2,1,2,monthly
C00690,1,0,60.0,1.6,0,2,monthly
C00691,1,1,60.0,5.2,1,0,annual
C00692,1,1,60.0,3.5,0,0,monthly
C00693,1,1,59.7,2.5,1,0,annual
C00694,1,0,60.0,0.6,0,0,annual
C00695,0,0,60.0,3.3,1,2,monthly
C00696,1,1,49.1,7.3,1,3,monthly
C00697,0,0,57.2,2.0,0,0,annual
C00698,1,1,60.0,2.7,0,0,monthly
C00699,1,1,60.0,1.1,0,1,annual
C00700,0,1,60.0,0.9,1,0,annual
C00701,1,1,60.0,2.4,0,2,annual
C00702,1,1,60.0,2.2,1,0,annual
C00703,0,1,60.0,2.7,0,0,annual
C00704,0,0,60.0,0.9,0,0,annual
C00705,0,0,34.8,3.2,0,1,monthly
C00706,0,1,60.0,1.3,0,2,monthly
C00707,1,0,41.3,3.0,1,1,annual
C00708,1,0,42.7,2.6,0,1,annual
C00709,1,1,60.0,0.7,1,1,monthly
C00710,0,1,60.0,5.6,1,0,monthly
C00711,0,0,60.0,5.0,0,0,monthly
C00712,1,0,60.0,5.8,1,1,annual
C00713,1,1,60.0,1.9,1,1,monthly
C00714,1,1,52.3,1.2,1,0,monthly
C00715,0,0,60.0,4.3,0,1,annual
C00716,0,1,59.1,4.2,0,0,monthly
C00717,1,1,60.0,8.1,0,1,annual
C00718,0,1,60.0,1.1,1,0,annual
C00719,0,0,60.0,5.3,1,2,annual
C00720,1,0,60.0,1.9,1,0,monthly
C00721,1,1,51.2,1.9,0,0,monthly
C00722,0,1,60.0,5.4,1,1,annual
C00723,0,0,60.0,4.9,1,0,monthly
C00724,1,0,50.4,2.3,0,0,monthly
C00725,1,1,60.0,1.9,1,0,annual
C00726,1,1,60.0,2.1,1,0,monthly
C00727,0,0,60.0,4.8,1,0,monthly
C00728,0,1,60.0,4.2,1,0,monthly
C00729,1,1,60.0,3.2,1,0,annual
C00730,0,0,60.0,1.4,0,2,annual
C00731,1,0,60.0,2.1,1,1,monthly
C00732,1,0,60.0,3.1,0,0,monthly
C00733,0,1,60.0,1.2,0,0,monthly
C00734,1,0,56.3,6.1,1,1,monthly
C00735,1,1,60.0,0.6,1,1,monthly
C00736,0,0,60.0,5.8,0,1,monthly
C00737,0,0,60.0,2.5,1,3,monthly
C00738,0,1,60.0,6.4,0,1,monthly
C00739,1,1,60.0,1.5,0,1,annual
C00740,1,1,60.0,5.6,1,0,monthly
C00741,1,1,45.1,5.6,1,2,annual
C00742,1,1,53.8,4.4,1,0,annual
C00743,1,0,60.0,3.2,1,1,annual
C00744,1,0,60.0,2.5,0,0,monthly
C00745,0,1,60.0,3.0,0,2,annual
C00746,0,0,52.1,4.6,0,2,annual
C00747,0,0,60.0,6.6,1,0,monthly
C00748,0,1,60.0,4.7,1,0,monthly
C00749,0,0,54.5,7.7,0,0,monthly
C00750,0,0,60.0,3.9,0,0,monthly
C00751,1,0,60.0,1.4,1,0,monthly
C00752,0,0,49.6,1.4,1,0,monthly
C00753,1,0,60.0,1.1,0,0,monthly
C00754,0,1,60.0,0.9,1,0,monthly
C00755,1,1,60.0,1.6,1,0,annual
C00756,0,1,55.5,3.1,1,0,annual
C00757,1,1,60.0,5.0,0,1,annual
C00758,1,1,60.0,4.8,1,0,monthly
C00759,1,1,60.0,6.6,0,0,monthly
C00760,1,0,54.7,6.2,0,1,annual
C00761,0,0,56.7,2.8,1,2,annual
C00762,1,0,60.0,4.6,0,1,monthly
C00763,1,1,50.4,1.4,0,0,monthly
C00764,0,0,60.0,1.5,1,0,annual
C00765,1,0,45.7,1.8,1,1,monthly
C00766,1,1,60.0,0.1,1,0,monthly
C00767,0,0,47.9,0.9,0,0,monthly
C00768,0,1,60.0,1.0,1,0,annual
C00769,0,0,60.0,2.0,1,1,monthly
C00770,1,0,60.0,4.0,1,0,annual
C00771,1,0,60.0,6.9,1,1,monthly
C00772,1,0,50.1,3.4,0,1,monthly
C00773,0,1,60.0,2.0,1,3,monthly
C00774,1,0,60.0,3.6,1,1,monthly
C00775,0,1,60.0,2.8,0,1,annual
C00776,1,1,60.0,0.8,1,1,annual
C00777,0,1,47.2,2.8,0,0,monthly
C00778,1,0,60.0,2.2,1,0,monthly
C00779,0,1,54.7,3.5,0,0,monthly
C00780,0,1,56.5,5.5,0,0,annual
C00781,0,0,60.0,7.7,1,0,monthly
C00782,0,1,60.0,2.3,1,0,monthly
C00783,0,0,57.6,1.1,0,1,monthly
C00784,0,1,60.0,1.2,1,1,monthly
C00785,0,0,60.0,1.0,1,1,monthly
C00786,1,0,60.0,1.2,0,0,monthly
C00787,0,0,60.0,10.2,0,1,monthly
C00788,0,0,50.1,1.1,1,2,annual
C00789,1,1,60.0,0.7,0,0,annual
C00790,1,1,60.0,2.3,1,2,monthly
C00791,1,1,60.0,5.0,1,1,monthly
C00792,1,1,60.0,3.6,1,2,monthly
C00793,1,0,60.0,2.1,0,2,annual
C00794,0,1,60.0,2.1,1,0,monthly
C00795,1,1,60.0,4.0,0,0,monthly
C00796,1,1,60.0,1.2,1,1,annual
C00797,1,0,60.0,1.6,0,1,monthly
C00798,0,1,54.5,2.1,1,1,monthly
C00799,1,0,60.0,4.9,0,1,monthly
C00800,0,1,60.0,0.8,0,0,monthly
C00801,0,0,60.0,1.9,1,1,annual
C00802,1,0,60.0,0.7,1,1,annual
C00803,0,1,60.0,3.3,1,0,monthly
C00804,1,0,60.0,1.1,0,0,annual
C00805,1,0,60.0,2.2,0,1,monthly
C00806,0,0,60.0,5.2,1,0,annual
C00807,0,1,60.0,3.9,1,1,monthly
C00808,1,1,60.0,2.9,0,1,monthly
C00809,0,0,60.0,3.7,1,0,monthly
C00810,1,0,60.0,4.3,1,0,monthly
C00811,1,1,60.0,0.5,1,1,annual
C00812,1,0,60.0,1.4,0,0,monthly
C00813,1,0,60.0,1.9,1,1,monthly
C00814,1,1,60.0,2.6,0,0,annual
C00815,1,1,58.0,1.3,1,1,monthly
C00816,1,0,54.3,0.8,0,1,monthly
C00817,1,0,60.0,1.4,1,1,annual
C00818,1,1,60.0,3.9,1,0,annual
C00819,1,0,60.0,0.3,0,0,monthly
C00820,0,0,60.0,1.4,1,0,monthly
C00821,1,1,60.0,1.3,1,0,annual
C00822,1,1,60.0,1.2,1,0,monthly
C00823,0,1,60.0,3.9,0,1,monthly
C00824,0,0,60.0,1.4,0,1,monthly
C00825,0,0,60.0,1.2,1,2,monthly
C00826,0,1,60.0,3.6,1,2,monthly
C00827,1,0,45.3,3.8,1,0,annual
C00828,0,1,60.0,3.1,0,1,monthly
C00829,1,1,60.0,1.3,1,0,annual
C00830,0,0,60.0,5.0,0,0,monthly
C00831,0,1,58.3,3.2,1,0,monthly
C00832,0,1,60.0,0.6,0,0,monthly
C00833,0,1,60.0,6.1,0,0,annual
C00834,0,1,60.0,4.9,1,0,monthly
C00835,1,0,60.0,1.1,1,0,monthly
C00836,1,0,54.6,2.3,0,0,annual
C00837,0,0,60.0,2.9,0,1,annual
C00838,1,0,60.0,2.0,1,1,monthly
C00839,1,1,51.2,5.0,1,1,monthly
C00840,0,0,60.0,1.1,0,1,monthly
C00841,1,1,60.0,2.8,1,1,monthly
C00842,0,1,60.0,11.3,1,1,annual
C00843,1,1,60.0,4.3,1,1,monthly
C00844,0,0,60.0,1.4,0,2,monthly
C00845,0,0,60.0,4.1,0,0,monthly
C00846,1,1,60.0,2.5,1,1,monthly
C00847,1,1,57.4,2.9,1,1,annual
C00848,0,1,60.0,3.0,1,1,annual
C00849,0,1,60.0,2.2,1,0,monthly
C00850,0,1,60.0,2.0,0,1,monthly
C00851,1,1,60.0,0.9,0,0,monthly
C00852,0,1,60.0,1.6,0,1,monthly
C00853,1,1,58.1,1.3,1,1,monthly
C00854,1,1,60.0,3.8,1,1,annual
C00855,1,1,60.0,4.1,0,1,monthly
C00856,0,0,60.0,1.4,0,0,monthly
C00857,0,1,60.0,1.0,1,1,monthly
C00858,0,0,60.0,4.1,1,1,monthly
C00859,0,1,60.0,0.5,1,0,monthly
C00860,1,1,55.2,0.7,0,0,annual
C00861,0,0,60.0,2.9,1,0,monthly
C00862,1,0,60.0,1.3,0,0,monthly
C00863,1,1,60.0,1.2,0,0,monthly
C00864,0,1,60.0,8.4,0,1,monthly
C00865,1,0,57.4,2.8,0,0,monthly
C00866,0,1,60.0,2.4,1,0,monthly
C00867,1,1,60.0,1.0,1,1,annual
C00868,1,0,60.0,0.7,0,1,annual
C00869,1,1,60.0,2.0,1,0,annual
C00870,0,1,60.0,3.1,0,0,annual
C00871,0,1,60.0,3.3,0,0,monthly
C00872,0,1,60.0,1.5,0,1,monthly
C00873,0,0,45.8,0.8,0,0,monthly
C00874,0,0,60.0,7.2,0,0,monthly
C00875,1,1,60.0,2.9,1,0,monthly
C00876,0,1,60.0,8.0,1,2,annual
C00877,1,1,60.0,11.1,1,0,monthly
C00878,0,0,60.0,3.9,0,2,annual
C00879,1,1,50.5,6.8,1,0,monthly
C00880,0,1,60.0,2.7,1,0,monthly
C00881,1,1,60.0,1.2,1,1,annual
C00882,0,1,51.7,3.9,0,1,monthly
C00883,0,0,60.0,2.3,1,1,annual
C00884,1,1,60.0,5.5,1,0,monthly
C00885,0,0,60.0,1.4,1,1,annual
C00886,1,1,55.5,2.6,0,2,monthly
C00887,0,0,60.0,2.5,1,1,monthly
C00888,1,0,60.0,4.2,1,0,annual
C00889,0,1,55.7,2.0,0,1,monthly
C00890,0,1,52.4,3.5,0,1,monthly
C00891,0,1,60.0,2.2,1,0,annual
C00892,0,1,60.0,2.3,0,0,annual
C00893,1,0,48.6,3.5,0,1,monthly
C00894,1,0,60.0,1.1,1,0,monthly
C00895,1,1,60.0,1.8,0,1,annual
C00896,0,0,60.0,2.0,1,0,annual
C00897,1,1,60.0,3.0,1,0,annual
C00898,0,1,60.0,1.0,0,1,monthly
C00899,1,0,60.0,0.8,1,1,monthly
C00900,1,0,60.0,0.9,0,0,monthly
C00901,1,1,60.0,8.5,1,0,monthly
C00902,0,1,50.2,5.2,1,1,monthly
C00903,0,0,60.0,5.2,0,1,monthly
C00904,1,0,55.9,5.4,1,0,monthly
C00905,1,0,60.0,1.4,1,0,monthly
C00906,0,1,60.0,6.5,1,2,annual
C00907,1,0,59.8,0.7,0,1,annual
C00908,1,1,57.7,2.2,0,1,monthly
C00909,1,1,60.0,1.4,1,0,annual
C00910,1,1,60.0,7.5,0,1,annual
C00911,1,1,60.0,3.6,0,1,monthly
C00912,1,0,60.0,3.3,0,0,monthly
C00913,0,0,38.2,1.4,1,0,monthly
C00914,1,1,37.8,1.6,1,1,monthly
C00915,1,0,58.3,1.4,1,0,monthly
C00916,1,0,60.0,2.7,0,2,monthly
C00917,0,0,60.0,1.9,0,2,monthly
C00918,1,1,60.0,2.6,0,0,monthly
C00919,0,1,60.0,4.5,0,0,monthly
C00920,1,1,60.0,4.4,1,1,monthly
C00921,1,0,60.0,3.9,0,1,monthly
C00922,0,1,60.0,4.5,1,0,monthly
C00923,1,0,60.0,5.0,1,0,monthly
C00924,0,1,60.0,7.2,1,1,annual
C00925,0,0,60.0,7.0,1,0,annual
C00926,1,1,60.0,4.0,1,2,monthly
C00927,1,1,56.8,7.1,0,1,annual
C00928,1,1,60.0,1.8,1,0,annual
C00929,1,1,60.0,13.0,1,1,monthly
C00930,1,0,38.1,9.2,1,0,monthly
C00931,1,1,59.2,1.4,0,1,monthly
C00932,0,0,60.0,1.4,0,0,monthly
C00933,0,0,57.5,0.6,1,1,monthly
C00934,0,0,60.0,0.4,0,1,monthly
C00935,0,1,49.3,0.7,0,1,annual
C00936,0,0,60.0,6.0,0,0,monthly
C00937,0,0,60.0,5.1,1,2,monthly
C00938,1,0,60.0,3.7,1,0,monthly
C00939,1,1,58.4,0.4,1,1,annual
C00940,0,0,60.0,0.9,0,0,monthly
C00941,0,1,55.6,9.7,0,0,monthly
C00942,1,0,60.0,2.3,1,0,monthly
C00943,1,0,56.2,2.9,1,0,monthly
C00944,1,0,60.0,4.6,0,0,monthly
C00945,1,0,60.0,2.8,0,1,annual
C00946,1,0,60.0,0.7,0,1,monthly
C00947,1,0,60.0,2.1,0,0,monthly
C00948,1,1,60.0,3.2,1,0,monthly
C00949,0,1,60.0,4.8,0,1,annual
C00950,1,0,60.0,1.0,0,0,monthly
C00951,1,1,60.0,1.0,0,0,annual
C00952,0,0,60.0,8.2,0,0,monthly
C00953,1,1,60.0,1.3,1,2,monthly
C00954,0,1,45.1,1.3,0,1,annual
C00955,0,0,60.0,4.4,0,2,monthly
C00956,0,0,60.0,0.5,0,0,monthly
C00957,0,1,46.2,3.7,1,1,monthly
C00958,1,1,60.0,3.0,1,0,monthly
C00959,0,1,60.0,0.6,0,0,monthly
C00960,1,0,60.0,1.0,1,1,monthly
C00961,1,1,60.0,5.6,1,0,monthly
C00962,0,0,44.4,1.3,0,0,monthly
C00963,0,1,60.0,1.1,0,0,monthly
C00964,0,0,60.0,3.6,1,0,monthly
C00965,0,0,60.0,1.3,1,1,monthly
C00966,0,1,60.0,2.3,1,0,monthly
C00967,1,1,60.0,2.3,0,2,annual
C00968,1,0,55.6,2.8,1,1,monthly
C00969,1,0,60.0,4.7,0,1,monthly
C00970,0,0,60.0,2.1,1,3,annual
C00971,0,1,60.0,0.6,1,0,monthly
C00972,1,1,60.0,2.8,1,0,monthly
C00973,1,1,60.0,6.7,0,2,monthly
C00974,1,1,60.0,1.9,0,1,monthly
C00975,0,1,54.2,3.2,1,2,monthly
C00976,0,0,47.2,1.6,0,0,monthly
C00977,0,0,60.0,1.9,0,0,monthly
C00978,1,0,60.0,0.8,0,1,annual
C00979,1,1,60.0,3.2,0,1,monthly
C00980,0,1,60.0,1.6,1,0,monthly
C00981,1,1,60.0,2.8,0,0,annual
C00982,0,0,60.0,1.9,0,2,monthly
C00983,1,0,60.0,2.2,0,0,monthly
C00984,0,1,60.0,3.2,1,0,annual
C00985,1,1,60.0,3.2,1,1,monthly
C00986,0,1,59.9,4.9,1,1,annual
C00987,0,1,60.0,5.4,1,0,monthly
C00988,0,1,60.0,2.1,0,0,monthly
C00989,0,1,60.0,4.1,1,1,monthly
C00990,0,1,59.1,1.3,1,0,monthly
C00991,0,0,60.0,2.0,1,0,annual
C00992,0,1,60.0,2.7,0,1,annual
C00993,0,0,53.9,1.1,1,1,monthly
C00994,1,0,56.6,2.5,1,2,monthly
C00995,0,0,60.0,2.8,1,1,annual
C00996,0,1,56.6,1.6,1,1,annual
C00997,1,1,60.0,4.1,0,0,monthly
C00998,1,0,60.0,2.1,0,0,annual
C00999,1,1,60.0,5.5,1,1,annual
C01000,0,1,57.2,6.4,0,1,annual
C01001,0,1,55.2,1.8,1,1,monthly
C01002,1,0,60.0,1.9,0,2,annual
C01003,1,1,60.0,1.6,1,0,monthly
C01004,1,1,55.0,1.0,1,0,annual
C01005,1,1,60.0,6.6,1,2,monthly
C01006,1,1,48.5,1.5,0,2,annual
C01007,1,1,60.0,2.7,1,1,monthly
C01008,1,1,60.0,4.7,1,2,monthly
C01009,0,1,60.0,4.8,1,1,monthly
C01010,0,1,37.3,3.3,1,2,monthly
C01011,0,1,60.0,4.5,1,0,annual
C01012,0,1,60.0,3.2,1,2,annual
C01013,1,1,48.1,5.1,1,0,monthly
C01014,0,0,58.0,4.9,1,1,monthly
C01015,1,0,60.0,0.6,0,0,monthly
C01016,1,1,60.0,4.4,0,1,monthly
C01017,1,1,60.0,1.1,0,1,annual
C01018,0,1,60.0,3.1,1,0,annual
C01019,1,0,52.6,0.8,1,0,monthly
C01020,1,0,60.0,2.3,0,0,monthly
C01021,0,1,47.9,2.0,1,0,annual
C01022,0,0,35.0,2.2,1,1,monthly
C01023,0,0,60.0,2.7,1,1,monthly
C01024,1,0,60.0,0.9,1,2,monthly
C01025,1,0,60.0,5.3,0,0,monthly
C01026,0,0,60.0,0.2,1,1,monthly
C01027,0,1,60.0,4.6,1,1,annual
C01028,0,1,60.0,1.6,1,1,monthly
C01029,1,0,60.0,2.8,0,0,annual
C01030,1,1,60.0,4.6,0,2,monthly
C01031,0,1,60.0,3.2,1,2,monthly
C01032,1,1,57.4,2.1,0,1,monthly
C01033,0,0,60.0,2.5,0,2,monthly
C01034,1,1,51.1,2.1,1,0,monthly
C01035,0,1,60.0,5.0,1,1,annual
C01036,0,1,60.0,5.1,1,0,annual
C01037,0,0,60.0,1.4,1,1,annual
C01038,1,1,60.0,4.3,1,0,monthly
C01039,1,0,60.0,6.6,1,1,monthly
C01040,1,1,60.0,3.5,1,1,monthly
C01041,1,1,60.0,1.6,0,0,monthly
C01042,1,0,57.7,0.9,1,2,monthly
C01043,0,0,55.9,2.9,0,0,annual
C01044,0,0,60.0,0.7,0,1,monthly
C01045,1,1,54.2,2.4,1,1,annual
C01046,0,1,59.6,1.7,1,1,monthly
C01047,1,0,60.0,2.5,1,1,monthly
C01048,1,1,60.0,4.4,0,0,monthly
C01049,0,1,60.0,3.2,1,1,monthly
C01050,0,0,60.0,4.9,1,0,annual
C01051,1,0,60.0,10.5,0,0,annual
C01052,1,0,60.0,3.4,1,1,annual
C01053,1,1,60.0,2.9,1,1,annual
C01054,1,0,60.0,5.3,0,0,monthly
C01055,0,1,55.5,1.9,1,0,monthly
C01056,0,1,60.0,2.7,0,0,annual
C01057,0,0,60.0,2.7,0,0,monthly
C01058,1,1,60.0,4.5,0,0,monthly
C01059,0,1,54.5,0.6,1,2,monthly
C01060,1,0,60.0,2.0,1,1,monthly
C01061,0,0,60.0,6.7,0,2,annual
C01062,0,1,60.0,2.2,1,1,monthly
C01063,0,0,60.0,6.1,0,1,monthly
C01064,1,0,47.0,4.8,1,0,monthly
C01065,0,0,60.0,5.3,1,0,monthly
C01066,0,0,60.0,5.2,0,0,annual
C01067,1,0,60.0,2.2,0,1,monthly
C01068,0,1,60.0,3.7,0,1,monthly
C01069,1,0,35.8,0.7,1,0,monthly
C01070,1,1,60.0,3.7,1,1,monthly
C01071,1,1,60.0,9.6,1,1,monthly
C01072,0,1,50.6,4.4,0,0,annual
C01073,1,1,60.0,1.4,1,0,monthly
C01074,0,1,56.7,1.8,1,0,monthly
C01075,0,1,60.0,4.8,0,1,annual
C01076,0,1,60.0,1.8,1,1,annual
C01077,0,1,58.6,0.8,1,1,monthly
C01078,0,0,54.2,3.1,1,4,monthly
C01079,1,0,55.1,4.8,0,2,monthly
C01080,0,1,45.6,1.3,0,4,monthly
C01081,1,0,60.0,2.3,0,1,monthly
C01082,1,0,60.0,2.7,1,0,monthly
C01083,1,0,51.2,3.1,1,0,monthly
C01084,0,1,60.0,1.3,1,0,annual
C01085,0,0,60.0,0.9,0,0,annual
C01086,1,0,60.0,4.8,0,1,monthly
C01087,1,0,58.7,1.6,0,2,monthly
C01088,1,0,55.6,1.4,0,0,monthly
C01089,0,0,60.0,3.0,0,0,monthly
C01090,0,1,60.0,1.8,0,0,monthly
C01091,1,1,60.0,3.1,1,0,annual
C01092,1,0,60.0,1.3,0,1,monthly
C01093,0,0,47.9,1.4,1,1,monthly
C01094,1,0,60.0,2.8,1,0,monthly
C01095,1,1,60.0,1.1,1,1,annual
C01096,0,1,60.0,2.9,0,1,annual
C01097,1,1,60.0,1.1,1,0,annual
C01098,0,0,60.0,3.5,0,1,monthly
C01099,0,1,60.0,0.9,0,1,annual
C01100,1,0,60.0,2.5,1,1,annual
C01101,0,0,60.0,0.4,1,1,monthly
C01102,1,0,43.7,1.7,1,0,monthly
C01103,1,1,55.9,2.2,1,0,annual
C01104,1,1,60.0,1.0,0,0,annual
C01105,0,0,60.0,3.0,1,0,annual
C01106,1,1,60.0,2.9,0,0,monthly
C01107,1,1,60.0,2.1,1,1,annual
C01108,0,1,60.0,2.6,0,2,monthly
C01109,1,1,60.0,1.0,0,1,monthly
C01110,0,1,60.0,2.8,1,3,annual
C01111,0,1,60.0,5.2,1,1,annual
C01112,1,1,60.0,2.8,1,1,annual
C01113,1,1,60.0,3.3,1,1,annual
C01114,1,0,60.0,4.8,1,1,annual
C01115,1,1,60.0,4.1,1,1,monthly
C01116,0,0,60.0,5.2,1,1,annual
C01117,0,1,60.0,7.8,0,0,annual
C01118,0,1,55.7,2.9,0,1,monthly
C01119,1,1,60.0,2.2,1,0,monthly
C01120,1,0,60.0,1.1,1,0,monthly
C01121,1,1,60.0,1.8,1,2,annual
C01122,1,1,51.3,2.4,0,1,annual
C01123,1,1,60.0,3.1,1,0,annual
C01124,0,0,45.2,3.5,1,1,monthly
C01125,1,1,60.0,1.8,1,1,annual
C01126,0,1,60.0,1.1,1,3,annual
C01127,0,0,60.0,0.7,0,0,monthly
C01128,1,0,60.0,4.8,0,0,monthly
C01129,0,0,60.0,5.7,1,1,monthly
C01130,1,1,60.0,4.1,0,0,annual
C01131,1,1,60.0,4.7,0,0,annual
C01132,1,0,60.0,1.1,0,0,annual
C01133,1,1,60.0,4.5,0,1,monthly
C01134,1,1,60.0,1.9,0,1,monthly
C01135,0,1,57.7,4.8,0,1,annual
C01136,0,0,60.0,2.0,1,0,monthly
C01137,0,0,60.0,1.2,0,1,monthly
C01138,0,1,60.0,0.8,0,1,monthly
C01139,0,1,60.0,10.6,0,0,monthly
C01140,1,0,60.0,3.5,1,2,annual
C01141,0,0,60.0,1.9,0,0,annual
C01142,0,1,60.0,7.0,0,0,monthly
C01143,0,0,60.0,3.9,0,0,annual
C01144,0,1,60.0,5.5,1,2,monthly
C01145,1,0,60.0,0.9,1,0,monthly
C01146,0,1,60.0,5.3,0,2,annual
C01147,0,1,60.0,2.2,0,0,monthly
C01148,1,1,60.0,0.6,0,0,monthly
C01149,0,1,57.4,8.0,1,0,annual
C01150,0,1,60.0,3.1,1,0,monthly
C01151,0,1,60.0,4.4,0,1,monthly
C01152,0,1,60.0,2.8,1,1,monthly
C01153,1,0,60.0,2.7,0,1,annual
C01154,0,0,55.2,3.2,1,0,monthly
C01155,1,1,60.0,2.2,1,1,monthly
C01156,0,0,60.0,1.3,1,1,annual
C01157,0,0,60.0,3.7,0,3,annual
C01158,1,1,60.0,6.0,1,0,monthly
C01159,1,1,60.0,5.7,0,1,monthly
C01160,1,0,60.0,1.1,0,1,monthly
C01161,0,1,60.0,5.8,0,1,monthly
C01162,1,0,60.0,1.7,0,2,monthly
C01163,0,0,60.0,1.4,0,1,monthly
C01164,1,1,47.4,0.5,1,0,monthly
C01165,1,1,60.0,2.5,1,0,monthly
C01166,1,1,60.0,2.5,0,2,monthly
C01167,0,1,60.0,3.2,0,0,annual
C01168,1,0,60.0,1.4,0,0,monthly
C01169,0,0,60.0,2.4,0,1,monthly
C01170,1,1,58.6,1.7,0,2,annual
C01171,0,1,60.0,3.2,1,1,monthly
C01172,0,0,60.0,5.1,1,1,monthly
C01173,0,0,60.0,5.2,1,0,annual
C01174,0,0,60.0,5.6,1,1,monthly
C01175,1,1,60.0,0.9,1,0,monthly
C01176,0,1,60.0,2.0,0,0,annual
