respondent_id,task_id,alternative,chosen,price,content,ads,plan
50,398,3,0,10,premium,full_ads,monthly
50,399,1,0,22,standard,full_ads,annual
50,399,2,0,10,standard,limited_ads,monthly
50,399,3,1,18,premium,no_ads,annual
50,400,1,0,18,premium,full_ads,monthly
50,400,2,0,22,standard,full_ads,annual
50,400,3,1,14,standard,no_ads,monthly
51,401,1,0,22,standard,limited_ads,monthly
51,401,2,1,10,premium,full_ads,monthly
51,401,3,0,10,standard,full_ads,monthly
51,402,1,0,14,premium,limited_ads,monthly
51,402,2,1,14,premium,no_ads,monthly
51,402,3,0,14,standard,full_ads,monthly
51,403,1,0,10,standard,limited_ads,monthly
51,403,2,1,10,premium,no_ads,annual
51,403,3,0,22,standard,no_ads,annual
51,404,1,1,10,standard,no_ads,monthly
51,404,2,0,22,premium,full_ads,annual
51,404,3,0,18,standard,limited_ads,annual
51,405,1,0,14,premium,limited_ads,annual
51,405,2,0,14,premium,full_ads,monthly
51,405,3,1,10,standard,no_ads,monthly
51,406,1,0,18,standard,no_ads,monthly
51,406,2,1,22,premium,no_ads,annual
51,406,3,0,22,premium,full_ads,monthly
51,407,1,0,18,premium,full_ads,monthly
51,407,2,1,10,premium,limited_ads,annual
51,407,3,0,22,standard,no_ads,annual
51,408,1,0,18,premium,limited_ads,annual
51,408,2,0,22,premium,full_ads,annual
51,408,3,1,14,premium,no_ads,monthly
52,409,1,1,18,standard,limited_ads,annual
52,409,2,0,22,standard,no_ads,annual
52,409,3,0,22,standard,limited_ads,annual
52,410,1,0,14,standard,full_ads,monthly
52,410,2,0,14,standard,limited_ads,monthly
52,410,3,1,14,premium,limited_ads,monthly
52,411,1,0,22,standard,no_ads,annual
52,411,2,1,14,standard,limited_ads,annual
52,411,3,0,14,premium,limited_ads,annual
52,412,1,0,18,standard,limited_ads,monthly
52,412,2,1,22,premium,no_ads,annual
52,412,3,0,18,standard,limited_ads,annual
52,413,1,1,14,standard,limited_ads,annual
52,413,2,0,10,standard,limited_ads,monthly
52,413,3,0,22,standard,limited_ads,monthly
52,414,1,0,18,standard,full_ads,monthly
52,414,2,0,10,standard,full_ads,monthly
52,414,3,1,18,premium,full_ads,annual
52,415,1,0,22,premium,no_ads,monthly
52,415,2,1,14,standard,limited_ads,annual
52,415,3,0,18,standard,full_ads,annual
52,416,1,0,22,premium,limited_ads,monthly
52,416,2,0,10,standard,limited_ads,monthly
52,416,3,1,10,premium,limited_ads,annual
53,417,1,1,10,premium,limited_ads,annual
53,417,2,0,22,standard,no_ads,annual
53,417,3,0,18,premium,limited_ads,monthly
53,418,1,0,18,standard,limited_ads,annual
53,418,2,1,22,standard,limited_ads,annual
53,418,3,0,18,standard,no_ads,monthly
53,419,1,1,18,standard,no_ads,annual
53,419,2,0,22,premium,full_ads,annual
53,419,3,0,18,standard,full_ads,annual
53,420,1,0,22,standard,limited_ads,annual
53,420,2,1,14,standard,no_ads,annual
53,420,3,0,18,premium,limited_ads,annual
53,421,1,0,22,premium,full_ads,monthly
53,421,2,0,18,premium,no_ads,annual
53,421,3,1,10,premium,full_ads,annual
53,422,1,0,18,premium,full_ads,annual
53,422,2,1,18,premium,limited_ads,annual
53,422,3,0,14,standard,limited_ads,annual
53,423,1,1,18,standard,limited_ads,monthly
53,423,2,0,14,standard,limited_ads,annual
53,423,3,0,22,standard,no_ads,monthly
53,424,1,0,14,premium,no_ads,monthly
53,424,2,1,10,premium,limited_ads,annual
53,424,3,0,18,premium,no_ads,monthly
54,425,1,0,22,standard,limited_ads,monthly
54,425,2,0,14,standard,no_ads,annual
54,425,3,1,14,standard,no_ads,monthly
54,426,1,0,18,standard,no_ads,monthly
54,426,2,1,18,premium,limited_ads,annual
54,426,3,0,22,standard,limited_ads,monthly
54,427,1,1,18,premium,full_ads,monthly
54,427,2,0,22,standard,limited_ads,monthly
54,427,3,0,18,standard,full_ads,monthly
54,428,1,0,10,standard,full_ads,annual
54,428,2,1,14,premium,no_ads,annual
54,428,3,0,14,standard,no_ads,monthly
54,429,1,0,18,premium,no_ads,monthly
54,429,2,1,10,premium,limited_ads,annual
54,429,3,0,22,premium,full_ads,annual
54,430,1,0,22,premium,full_ads,monthly
54,430,2,1,14,premium,no_ads,monthly
54,430,3,0,10,premium,full_ads,annual
54,431,1,0,18,standard,limited_ads,annual
54,431,2,1,14,premium,full_ads,annual
54,431,3,0,14,premium,full_ads,annual
54,432,1,0,18,premium,limited_ads,monthly
54,432,2,0,22,premium,limited_ads,monthly
54,432,3,1,10,premium,limited_ads,monthly
55,433,1,0,10,premium,full_ads,monthly
55,433,2,0,14,premium,limited_ads,monthly
55,433,3,1,14,premium,limited_ads,annual
55,434,1,1,14,premium,full_ads,annual
55,434,2,0,18,premium,full_ads,annual
55,434,3,0,22,standard,full_ads,annual
55,435,1,0,14,standard,no_ads,annual
55,435,2,0,22,standard,full_ads,annual
55,435,3,1,18,premium,no_ads,monthly
55,436,1,0,22,premium,full_ads,monthly
55,436,2,0,10,standard,limited_ads,annual
55,436,3,1,10,standard,limited_ads,monthly
55,437,1,1,10,standard,no_ads,annual
55,437,2,0,22,standard,limited_ads,monthly
55,437,3,0,10,standard,no_ads,monthly
55,438,1,0,14,premium,limited_ads,monthly
55,438,2,1,10,standard,no_ads,monthly
55,438,3,0,14,standard,full_ads,monthly
55,439,1,0,10,standard,no_ads,monthly
55,439,2,1,10,premium,no_ads,annual
55,439,3,0,18,premium,no_ads,monthly
55,440,1,0,22,standard,limited_ads,monthly
55,440,2,0,14,standard,no_ads,monthly
55,440,3,1,10,premium,limited_ads,annual
56,441,1,1,18,standard,no_ads,annual
56,441,2,0,18,premium,full_ads,annual
56,441,3,0,22,standard,limited_ads,monthly
56,442,1,1,10,standard,full_ads,monthly
56,442,2,0,14,premium,no_ads,monthly
56,442,3,0,18,standard,limited_ads,annual
56,443,1,0,14,standard,no_ads,monthly
56,443,2,1,22,premium,no_ads,annual
56,443,3,0,22,standard,no_ads,monthly
56,444,1,1,14,premium,no_ads,monthly
56,444,2,0,18,standard,limited_ads,annual
56,444,3,0,10,premium,full_ads,monthly
56,445,1,0,18,premium,limited_ads,monthly
56,445,2,0,18,standard,full_ads,annual
56,445,3,1,14,premium,limited_ads,annual
56,446,1,0,10,standard,limited_ads,monthly
56,446,2,0,10,standard,full_ads,monthly
56,446,3,1,10,premium,limited_ads,annual
56,447,1,0,10,standard,limited_ads,annual
56,447,2,1,14,standard,no_ads,monthly
56,447,3,0,22,standard,no_ads,monthly
56,448,1,1,14,standard,no_ads,monthly
56,448,2,0,14,standard,limited_ads,annual
56,448,3,0,22,premium,limited_ads,annual
57,449,1,1,18,premium,full_ads,monthly
57,449,2,0,18,standard,full_ads,annual
57,449,3,0,14,premium,no_ads,monthly
57,450,1,0,14,standard,limited_ads,monthly
57,450,2,1,14,standard,no_ads,annual
57,450,3,0,14,standard,full_ads,monthly
57,451,1,0,22,premium,full_ads,annual
57,451,2,0,14,premium,full_ads,monthly
57,451,3,1,10,standard,no_ads,annual
57,452,1,1,18,premium,limited_ads,annual
57,452,2,0,18,premium,limited_ads,monthly
57,452,3,0,22,standard,no_ads,monthly
57,453,1,0,18,premium,full_ads,monthly
57,453,2,0,14,premium,no_ads,monthly
57,453,3,1,14,premium,no_ads,annual
57,454,1,1,14,premium,limited_ads,annual
57,454,2,0,18,standard,full_ads,monthly
57,454,3,0,18,premium,full_ads,annual
57,455,1,0,22,premium,limited_ads,monthly
57,455,2,0,18,premium,full_ads,annual
57,455,3,1,10,premium,full_ads,annual
57,456,1,0,18,standard,full_ads,annual
57,456,2,0,18,standard,full_ads,monthly
57,456,3,1,18,premium,no_ads,monthly
58,457,1,0,14,standard,no_ads,monthly
58,457,2,0,14,standard,limited_ads,monthly
58,457,3,1,18,premium,no_ads,annual
58,458,1,0,22,standard,limited_ads,monthly
58,458,2,1,14,premium,no_ads,annual
58,458,3,0,18,standard,full_ads,monthly
58,459,1,1,18,premium,no_ads,annual
58,459,2,0,18,standard,full_ads,monthly
58,459,3,0,14,premium,full_ads,monthly
58,460,1,0,10,premium,no_ads,annual
58,460,2,1,14,standard,no_ads,monthly
58,460,3,0,18,standard,limited_ads,annual
58,461,1,0,18,premium,no_ads,annual
58,461,2,1,18,standard,no_ads,annual
58,461,3,0,22,standard,full_ads,monthly
58,462,1,0,18,premium,full_ads,monthly
58,462,2,1,22,premium,full_ads,monthly
58,462,3,0,18,standard,limited_ads,annual
58,463,1,0,22,standard,full_ads,annual
58,463,2,1,18,premium,limited_ads,annual
58,463,3,0,10,premium,full_ads,monthly
58,464,1,0,14,premium,limited_ads,monthly
58,464,2,0,18,standard,limited_ads,monthly
58,464,3,1,10,premium,limited_ads,monthly
59,465,1,1,22,premium,no_ads,annual
59,465,2,0,22,standard,no_ads,annual
59,465,3,0,22,premium,full_ads,annual
59,466,1,1,14,premium,no_ads,annual
59,466,2,0,22,premium,no_ads,annual
59,466,3,0,10,standard,limited_ads,annual
59,467,1,0,14,premium,no_ads,monthly
59,467,2,1,18,premium,no_ads,monthly
59,467,3,0,10,standard,no_ads,monthly
59,468,1,1,10,premium,limited_ads,annual
59,468,2,0,22,premium,full_ads,monthly
59,468,3,0,18,premium,no_ads,annual
59,469,1,1,14,premium,no_ads,annual
59,469,2,0,18,standard,no_ads,annual
59,469,3,0,10,premium,full_ads,monthly
59,470,1,1,14,standard,no_ads,annual
59,470,2,0,10,premium,no_ads,annual
59,470,3,0,22,premium,no_ads,annual
59,471,1,0,22,premium,no_ads,monthly
59,471,2,0,14,premium,full_ads,monthly
59,471,3,1,14,standard,no_ads,annual
59,472,1,0,18,standard,limited_ads,monthly
59,472,2,0,18,standard,full_ads,monthly
59,472,3,1,18,standard,full_ads,annual
60,473,1,0,18,standard,no_ads,annual
60,473,2,1,22,premium,no_ads,annual
60,473,3,0,10,standard,full_ads,monthly
60,474,1,0,22,premium,full_ads,monthly
60,474,2,1,22,standard,limited_ads,monthly
60,474,3,0,22,standard,limited_ads,monthly
60,475,1,1,10,premium,no_ads,monthly
60,475,2,0,14,standard,no_ads,annual
60,475,3,0,18,standard,full_ads,monthly
60,476,1,0,18,premium,full_ads,annual
60,476,2,1,10,standard,limited_ads,monthly
60,476,3,0,10,standard,limited_ads,monthly
60,477,1,0,22,premium,full_ads,monthly
60,477,2,1,10,premium,limited_ads,monthly
60,477,3,0,14,standard,full_ads,annual
60,478,1,0,22,standard,limited_ads,annual
60,478,2,1,10,premium,full_ads,annual
60,478,3,0,10,premium,no_ads,monthly
60,479,1,1,14,premium,full_ads,annual
60,479,2,0,22,premium,full_ads,monthly
60,479,3,0,22,standard,full_ads,monthly
60,480,1,0,22,standard,no_ads,monthly
60,480,2,0,10,standard,full_ads,annual
60,480,3,1,18,premium,full_ads,monthly
61,481,1,0,10,premium,full_ads,monthly
61,481,2,1,18,premium,no_ads,annual
61,481,3,0,14,standard,no_ads,monthly
61,482,1,0,14,standard,full_ads,annual
61,482,2,0,22,premium,full_ads,annual
61,482,3,1,14,premium,no_ads,monthly
61,483,1,0,18,standard,no_ads,monthly
61,483,2,0,18,standard,no_ads,monthly
61,483,3,1,14,premium,no_ads,monthly
61,484,1,0,10,standard,limited_ads,monthly
61,484,2,1,18,premium,no_ads,annual
61,484,3,0,18,premium,full_ads,monthly
61,485,1,0,22,standard,limited_ads,monthly
61,485,2,0,22,premium,full_ads,annual
61,485,3,1,22,standard,no_ads,monthly
61,486,1,0,18,premium,no_ads,annual
61,486,2,1,10,premium,no_ads,annual
61,486,3,0,22,premium,no_ads,annual
61,487,1,0,10,standard,no_ads,monthly
61,487,2,0,22,standard,limited_ads,annual
61,487,3,1,14,standard,limited_ads,monthly
61,488,1,1,14,premium,no_ads,annual
61,488,2,0,14,premium,no_ads,monthly
61,488,3,0,14,standard,limited_ads,annual
62,489,1,0,22,standard,limited_ads,monthly
62,489,2,0,22,premium,limited_ads,monthly
62,489,3,1,10,standard,full_ads,monthly
62,490,1,0,14,premium,no_ads,monthly
62,490,2,0,10,premium,no_ads,monthly
62,490,3,1,22,premium,no_ads,annual
62,491,1,0,18,standard,limited_ads,monthly
62,491,2,1,18,premium,full_ads,monthly
62,491,3,0,10,standard,full_ads,annual
62,492,1,0,22,standard,limited_ads,monthly
62,492,2,0,18,premium,full_ads,monthly
62,492,3,1,10,premium,no_ads,annual
62,493,1,0,14,premium,no_ads,monthly
62,493,2,1,18,premium,no_ads,annual
62,493,3,0,14,standard,full_ads,monthly
62,494,1,0,22,premium,full_ads,annual
62,494,2,0,22,standard,full_ads,monthly
62,494,3,1,18,premium,limited_ads,monthly
62,495,1,1,14,premium,no_ads,monthly
62,495,2,0,22,standard,full_ads,annual
62,495,3,0,18,premium,limited_ads,monthly
62,496,1,1,10,premium,limited_ads,monthly
62,496,2,0,10,standard,limited_ads,monthly
62,496,3,0,14,premium,full_ads,monthly
63,497,1,0,14,standard,limited_ads,annual
63,497,2,0,14,premium,limited_ads,monthly
63,497,3,1,10,standard,no_ads,monthly
63,498,1,1,10,standard,limited_ads,monthly
63,498,2,0,18,premium,limited_ads,annual
63,498,3,0,14,standard,full_ads,annual
63,499,1,1,10,premium,no_ads,monthly
63,499,2,0,10,premium,full_ads,annual
63,499,3,0,18,premium,full_ads,annual
63,500,1,0,18,premium,limited_ads,annual
63,500,2,1,18,premium,limited_ads,annual
63,500,3,0,10,premium,limited_ads,annual
63,501,1,0,10,standard,no_ads,monthly
63,501,2,1,18,premium,no_ads,annual
63,501,3,0,14,premium,limited_ads,annual
63,502,1,0,22,premium,limited_ads,monthly
63,502,2,0,14,premium,full_ads,annual
63,502,3,1,22,premium,no_ads,monthly
63,503,1,0,14,standard,no_ads,monthly
63,503,2,1,18,premium,no_ads,annual
63,503,3,0,22,standard,limited_ads,annual
63,504,1,1,10,standard,no_ads,monthly
63,504,2,0,18,standard,no_ads,annual
63,504,3,0,14,standard,limited_ads,monthly
64,505,1,1,10,standard,full_ads,annual
64,505,2,0,18,premium,limited_ads,monthly
64,505,3,0,14,premium,no_ads,monthly
64,506,1,0,22,premium,no_ads,annual
64,506,2,0,10,premium,limited_ads,monthly
64,506,3,1,10,premium,full_ads,monthly
64,507,1,0,10,standard,full_ads,monthly
64,507,2,1,22,premium,no_ads,monthly
64,507,3,0,14,premium,full_ads,annual
64,508,1,0,18,standard,full_ads,monthly
64,508,2,1,22,standard,no_ads,annual
64,508,3,0,14,standard,limited_ads,annual
64,509,1,0,22,standard,limited_ads,annual
64,509,2,1,10,standard,limited_ads,annual
64,509,3,0,22,standard,limited_ads,monthly
64,510,1,0,14,standard,limited_ads,annual
64,510,2,0,18,standard,limited_ads,monthly
64,510,3,1,22,standard,limited_ads,monthly
64,511,1,1,10,standard,no_ads,monthly
64,511,2,0,14,standard,limited_ads,monthly
64,511,3,0,14,standard,limited_ads,monthly
64,512,1,1,18,standard,no_ads,monthly
64,512,2,0,10,standard,no_ads,monthly
64,512,3,0,22,standard,limited_ads,monthly
65,513,1,0,10,standard,limited_ads,annual
65,513,2,1,18,premium,no_ads,annual
65,513,3,0,22,standard,limited_ads,annual
65,514,1,1,14,standard,no_ads,monthly
65,514,2,0,22,premium,full_ads,annual
65,514,3,0,18,premium,full_ads,annual
65,515,1,0,14,premium,limited_ads,monthly
65,515,2,0,18,standard,no_ads,monthly
65,515,3,1,14,premium,no_ads,annual
65,516,1,0,14,standard,full_ads,annual
65,516,2,1,14,standard,full_ads,annual
65,516,3,0,22,standard,full_ads,annual
65,517,1,1,14,premium,full_ads,annual
65,517,2,0,10,premium,full_ads,monthly
65,517,3,0,22,premium,limited_ads,monthly
65,518,1,0,14,standard,full_ads,annual
65,518,2,1,10,premium,limited_ads,annual
65,518,3,0,10,premium,full_ads,monthly
65,519,1,0,10,standard,limited_ads,monthly
65,519,2,1,22,standard,no_ads,annual
65,519,3,0,18,standard,no_ads,annual
65,520,1,0,18,premium,limited_ads,monthly
65,520,2,0,14,premium,full_ads,annual
65,520,3,1,18,premium,full_ads,annual
66,521,1,0,22,standard,full_ads,annual
66,521,2,1,18,standard,no_ads,annual
66,521,3,0,22,premium,full_ads,annual
66,522,1,1,14,premium,full_ads,annual
66,522,2,0,10,standard,limited_ads,annual
66,522,3,0,14,premium,full_ads,monthly
66,523,1,1,22,premium,no_ads,monthly
66,523,2,0,14,premium,limited_ads,monthly
66,523,3,0,10,standard,no_ads,monthly
66,524,1,1,10,premium,no_ads,annual
66,524,2,0,14,standard,limited_ads,annual
66,524,3,0,14,premium,limited_ads,annual
66,525,1,0,10,premium,limited_ads,annual
66,525,2,0,18,standard,no_ads,monthly
66,525,3,1,22,premium,no_ads,annual
66,526,1,0,22,premium,limited_ads,annual
66,526,2,0,22,standard,limited_ads,annual
66,526,3,1,14,standard,limited_ads,annual
66,527,1,0,18,premium,limited_ads,monthly
66,527,2,1,18,premium,no_ads,annual
66,527,3,0,10,standard,full_ads,annual
66,528,1,0,10,standard,no_ads,annual
66,528,2,1,10,standard,full_ads,monthly
66,528,3,0,18,standard,limited_ads,monthly
67,529,1,0,22,standard,full_ads,monthly
67,529,2,0,14,premium,full_ads,monthly
67,529,3,1,18,premium,limited_ads,annual
67,530,1,0,18,premium,limited_ads,monthly
67,530,2,0,10,standard,no_ads,annual
67,530,3,1,10,premium,no_ads,annual
67,531,1,0,14,premium,full_ads,annual
67,531,2,1,14,standard,no_ads,annual
67,531,3,0,14,premium,limited_ads,annual
67,532,1,0,18,standard,full_ads,monthly
67,532,2,1,14,premium,limited_ads,monthly
67,532,3,0,22,premium,full_ads,annual
67,533,1,1,22,standard,limited_ads,annual
67,533,2,0,22,premium,limited_ads,monthly
67,533,3,0,22,premium,limited_ads,monthly
67,534,1,0,18,standard,full_ads,monthly
67,534,2,0,14,premium,full_ads,annual
67,534,3,1,14,standard,limited_ads,annual
67,535,1,0,18,premium,limited_ads,annual
67,535,2,0,22,premium,full_ads,annual
67,535,3,1,10,premium,no_ads,annual
67,536,1,0,14,premium,full_ads,annual
67,536,2,1,22,premium,no_ads,annual
67,536,3,0,22,premium,limited_ads,annual
68,537,1,0,18,premium,full_ads,annual
68,537,2,0,18,standard,no_ads,annual
68,537,3,1,10,standard,limited_ads,annual
68,538,1,1,10,premium,no_ads,monthly
68,538,2,0,14,premium,limited_ads,annual
68,538,3,0,10,premium,full_ads,annual
68,539,1,1,10,standard,limited_ads,annual
68,539,2,0,10,standard,full_ads,annual
68,539,3,0,14,standard,limited_ads,monthly
68,540,1,1,14,standard,no_ads,annual
68,540,2,0,22,premium,limited_ads,monthly
68,540,3,0,14,standard,full_ads,annual
68,541,1,0,10,standard,full_ads,monthly
68,541,2,1,18,premium,limited_ads,monthly
68,541,3,0,18,premium,limited_ads,monthly
68,542,1,0,22,premium,no_ads,monthly
68,542,2,0,14,premium,no_ads,annual
68,542,3,1,10,premium,no_ads,monthly
68,543,1,1,18,premium,full_ads,monthly
68,543,2,0,14,standard,limited_ads,annual
68,543,3,0,22,premium,no_ads,monthly
68,544,1,0,22,standard,limited_ads,monthly
68,544,2,0,22,premium,full_ads,monthly
68,544,3,1,10,premium,full_ads,monthly
69,545,1,0,18,premium,full_ads,monthly
69,545,2,0,14,standard,no_ads,annual
69,545,3,1,18,standard,limited_ads,monthly
69,546,1,0,14,standard,full_ads,annual
69,546,2,0,10,premium,limited_ads,annual
69,546,3,1,10,premium,limited_ads,annual
69,547,1,1,14,standard,limited_ads,annual
69,547,2,0,14,premium,full_ads,monthly
69,547,3,0,10,premium,full_ads,annual
69,548,1,0,18,standard,no_ads,annual
69,548,2,0,10,standard,limited_ads,monthly
69,548,3,1,14,premium,no_ads,annual
69,549,1,1,22,standard,no_ads,annual
69,549,2,0,10,standard,full_ads,monthly
69,549,3,0,18,standard,limited_ads,monthly
69,550,1,1,14,standard,limited_ads,annual
69,550,2,0,18,standard,limited_ads,monthly
69,550,3,0,22,premium,full_ads,annual
69,551,1,0,18,premium,limited_ads,monthly
69,551,2,1,18,premium,no_ads,annual
69,551,3,0,18,premium,full_ads,annual
69,552,1,0,14,premium,full_ads,monthly
69,552,2,0,18,standard,limited_ads,monthly
69,552,3,1,18,premium,no_ads,monthly
70,553,1,0,22,premium,no_ads,monthly
70,553,2,0,22,standard,limited_ads,annual
70,553,3,1,10,standard,no_ads,annual
70,554,1,1,14,premium,limited_ads,annual
70,554,2,0,10,premium,limited_ads,monthly
70,554,3,0,22,standard,no_ads,monthly
70,555,1,0,18,premium,no_ads,annual
70,555,2,0,10,premium,no_ads,monthly
70,555,3,1,10,standard,no_ads,monthly
70,556,1,0,10,standard,limited_ads,monthly
70,556,2,1,14,premium,no_ads,monthly
70,556,3,0,10,premium,full_ads,annual
70,557,1,0,14,standard,no_ads,annual
70,557,2,0,10,standard,no_ads,monthly
70,557,3,1,14,premium,no_ads,annual
70,558,1,0,10,premium,full_ads,annual
70,558,2,1,14,standard,limited_ads,monthly
70,558,3,0,10,standard,limited_ads,monthly
70,559,1,1,22,standard,limited_ads,monthly
70,559,2,0,22,premium,full_ads,monthly
70,559,3,0,10,premium,full_ads,monthly
70,560,1,0,14,premium,limited_ads,monthly
70,560,2,0,10,standard,limited_ads,monthly
70,560,3,1,18,premium,limited_ads,monthly
71,561,1,0,14,premium,full_ads,annual
71,561,2,1,10,premium,no_ads,annual
71,561,3,0,18,premium,full_ads,monthly
71,562,1,0,14,standard,no_ads,monthly
71,562,2,1,10,standard,full_ads,annual
71,562,3,0,22,premium,full_ads,annual
71,563,1,0,18,premium,no_ads,annual
71,563,2,1,10,standard,no_ads,monthly
71,563,3,0,14,standard,no_ads,annual
71,564,1,0,18,premium,limited_ads,monthly
71,564,2,1,10,standard,no_ads,annual
71,564,3,0,22,standard,full_ads,monthly
71,565,1,1,10,premium,no_ads,monthly
71,565,2,0,22,premium,full_ads,annual
71,565,3,0,10,premium,full_ads,monthly
71,566,1,1,22,premium,full_ads,annual
71,566,2,0,18,premium,limited_ads,monthly
71,566,3,0,18,standard,no_ads,monthly
71,567,1,1,22,premium,full_ads,monthly
71,567,2,0,22,standard,no_ads,annual
71,567,3,0,10,premium,full_ads,monthly
71,568,1,1,10,premium,no_ads,monthly
71,568,2,0,14,standard,limited_ads,annual
71,568,3,0,22,standard,limited_ads,monthly
72,569,1,0,10,premium,limited_ads,monthly
72,569,2,0,18,premium,limited_ads,annual
72,569,3,1,18,standard,no_ads,monthly
72,570,1,0,18,standard,no_ads,annual
72,570,2,1,22,premium,no_ads,annual
72,570,3,0,22,premium,limited_ads,monthly
72,571,1,1,18,standard,full_ads,annual
72,571,2,0,18,premium,full_ads,monthly
72,571,3,0,18,premium,limited_ads,monthly
72,572,1,1,14,premium,no_ads,annual
72,572,2,0,18,premium,limited_ads,monthly
72,572,3,0,14,standard,no_ads,monthly
72,573,1,1,18,standard,no_ads,annual
72,573,2,0,14,standard,limited_ads,monthly
72,573,3,0,22,standard,limited_ads,annual
72,574,1,1,14,premium,no_ads,monthly
72,574,2,0,14,standard,no_ads,monthly
72,574,3,0,22,standard,no_ads,monthly
72,575,1,1,22,premium,no_ads,annual
72,575,2,0,14,standard,full_ads,annual
72,575,3,0,18,standard,no_ads,monthly
72,576,1,0,22,premium,no_ads,monthly
72,576,2,1,10,standard,limited_ads,monthly
72,576,3,0,22,standard,full_ads,annual
73,577,1,0,10,standard,limited_ads,monthly
73,577,2,0,10,standard,full_ads,monthly
73,577,3,1,10,premium,limited_ads,annual
73,578,1,1,18,premium,limited_ads,monthly
73,578,2,0,18,standard,limited_ads,annual
73,578,3,0,22,standard,no_ads,monthly
73,579,1,0,10,standard,full_ads,annual
73,579,2,1,10,premium,limited_ads,annual
73,579,3,0,18,standard,full_ads,annual
73,580,1,0,18,standard,limited_ads,annual
73,580,2,0,18,premium,no_ads,monthly
73,580,3,1,10,premium,limited_ads,monthly
73,581,1,0,22,standard,limited_ads,annual
73,581,2,0,22,standard,no_ads,monthly
73,581,3,1,14,standard,no_ads,monthly
73,582,1,1,14,premium,limited_ads,annual
73,582,2,0,22,standard,full_ads,annual
73,582,3,0,22,standard,limited_ads,annual
73,583,1,1,18,premium,limited_ads,annual
73,583,2,0,14,standard,no_ads,annual
73,583,3,0,14,standard,limited_ads,monthly
73,584,1,1,14,premium,no_ads,annual
73,584,2,0,14,standard,full_ads,annual
73,584,3,0,18,premium,full_ads,monthly
74,585,1,1,22,standard,no_ads,annual
74,585,2,0,18,premium,no_ads,annual
74,585,3,0,18,premium,full_ads,monthly
74,586,1,1,10,standard,limited_ads,annual
74,586,2,0,10,premium,full_ads,annual
74,586,3,0,18,standard,limited_ads,monthly
74,587,1,0,10,premium,no_ads,monthly
74,587,2,0,18,standard,full_ads,monthly
74,587,3,1,14,premium,limited_ads,monthly
74,588,1,0,18,premium,no_ads,monthly
74,588,2,0,18,standard,no_ads,monthly
74,588,3,1,14,premium,no_ads,monthly
74,589,1,0,14,premium,full_ads,annual
74,589,2,1,10,premium,limited_ads,annual
74,589,3,0,18,premium,limited_ads,annual
74,590,1,0,10,standard,no_ads,annual
74,590,2,0,18,premium,full_ads,annual
74,590,3,1,10,standard,limited_ads,annual
74,591,1,0,14,premium,full_ads,annual
74,591,2,0,22,standard,full_ads,monthly
74,591,3,1,18,standard,no_ads,monthly
74,592,1,1,14,standard,limited_ads,annual
74,592,2,0,18,premium,limited_ads,monthly
74,592,3,0,22,standard,full_ads,monthly
75,593,1,1,10,premium,no_ads,annual
75,593,2,0,22,premium,limited_ads,annual
75,593,3,0,10,standard,full_ads,monthly
75,594,1,0,14,standard,limited_ads,annual
75,594,2,0,10,premium,full_ads,annual
75,594,3,1,10,premium,full_ads,annual
75,595,1,0,22,premium,no_ads,annual
75,595,2,0,10,standard,full_ads,monthly
75,595,3,1,10,premium,full_ads,monthly
75,596,1,1,22,premium,no_ads,monthly
75,596,2,0,18,premium,full_ads,monthly
75,596,3,0,14,standard,full_ads,monthly
75,597,1,0,18,premium,limited_ads,annual
75,597,2,0,10,standard,limited_ads,monthly
75,597,3,1,10,premium,limited_ads,annual
75,598,1,0,14,premium,limited_ads,monthly
75,598,2,0,22,premium,full_ads,monthly
75,598,3,1,10,standard,full_ads,annual
75,599,1,1,18,premium,no_ads,monthly
75,599,2,0,22,premium,full_ads,annual
75,599,3,0,22,standard,limited_ads,monthly
75,600,1,0,22,premium,no_ads,monthly
75,600,2,1,18,premium,no_ads,monthly
75,600,3,0,10,standard,limited_ads,monthly
76,601,1,1,10,standard,full_ads,annual
76,601,2,0,14,standard,full_ads,annual
76,601,3,0,18,standard,no_ads,monthly
76,602,1,0,10,premium,full_ads,monthly
76,602,2,1,14,standard,no_ads,monthly
76,602,3,0,22,premium,full_ads,annual
76,603,1,1,10,standard,no_ads,annual
76,603,2,0,22,standard,no_ads,monthly
76,603,3,0,18,standard,full_ads,annual
76,604,1,0,22,standard,full_ads,annual
76,604,2,0,22,premium,full_ads,annual
76,604,3,1,10,premium,limited_ads,annual
76,605,1,1,22,premium,no_ads,monthly
76,605,2,0,14,premium,full_ads,monthly
76,605,3,0,18,standard,full_ads,monthly
76,606,1,0,10,premium,limited_ads,annual
76,606,2,1,18,premium,no_ads,annual
76,606,3,0,22,premium,no_ads,monthly
76,607,1,1,10,premium,full_ads,monthly
76,607,2,0,22,standard,full_ads,monthly
76,607,3,0,22,premium,no_ads,monthly
76,608,1,0,14,standard,full_ads,monthly
76,608,2,1,14,standard,limited_ads,monthly
76,608,3,0,14,premium,full_ads,monthly
77,609,1,1,14,standard,no_ads,monthly
77,609,2,0,14,standard,full_ads,annual
77,609,3,0,18,premium,no_ads,monthly
77,610,1,0,14,premium,limited_ads,monthly
77,610,2,0,14,standard,limited_ads,annual
77,610,3,1,14,standard,no_ads,annual
77,611,1,0,22,standard,limited_ads,annual
77,611,2,0,10,standard,full_ads,monthly
