conversion_id,path,n_touchpoints,converted
896,Paid_Search,1,1
897,Paid_Search|Paid_Search|Paid_Search|Paid_Search,4,0
898,Email|Paid_Search,2,1
899,Social|Email|Paid_Search|Paid_Search,4,1
900,Social,1,1
901,Display|Paid_Search|Paid_Search,3,1
902,Display|Social,2,0
903,Social|Email|Paid_Search,3,0
904,Display|Email,2,0
905,Paid_Search|Paid_Search,2,0
906,Display|Paid_Search,2,0
907,Social|Paid_Search,2,1
908,Display|Social|Social|Display,4,0
909,Display|Paid_Search,2,1
910,Paid_Search,1,0
911,Email,1,1
912,Display|Email|Email,3,0
913,Social|Social,2,0
914,Social|Paid_Search,2,0
915,Display|Paid_Search,2,1
916,Social|Email,2,0
917,Social|Paid_Search,2,1
918,Display|Display|Paid_Search,3,0
919,Email|Paid_Search|Email|Paid_Search,4,1
920,Display|Paid_Search,2,1
921,Display|Email,2,0
922,Email,1,0
923,Email|Social,2,1
924,Social|Social|Paid_Search,3,0
925,Social|Social,2,0
926,Social|Email,2,1
927,Social|Email,2,0
928,Paid_Search|Display,2,1
929,Social|Paid_Search,2,1
930,Social|Social|Paid_Search,3,0
931,Social,1,1
932,Paid_Search|Paid_Search,2,1
933,Social|Paid_Search,2,1
934,Display|Display|Display,3,0
935,Social|Social|Social,3,1
936,Display|Paid_Search,2,1
937,Display|Paid_Search|Paid_Search|Social,4,1
938,Paid_Search,1,0
939,Display|Paid_Search,2,1
940,Social,1,0
941,Display|Social,2,1
942,Social|Email,2,0
943,Social|Email|Paid_Search,3,1
944,Paid_Search,1,1
945,Display,1,1
946,Social|Paid_Search|Social,3,1
947,Display|Email,2,0
948,Display|Paid_Search,2,0
949,Display|Social|Social,3,1
950,Display|Paid_Search|Email,3,0
951,Paid_Search|Paid_Search|Paid_Search,3,0
952,Display|Paid_Search,2,0
953,Email,1,0
954,Display|Paid_Search,2,0
955,Paid_Search,1,1
956,Social|Paid_Search,2,0
957,Social|Email|Social,3,1
958,Paid_Search|Social,2,0
959,Paid_Search,1,1
960,Display|Email|Display|Social,4,1
961,Social|Display,2,0
962,Paid_Search|Social,2,1
963,Social|Social|Email,3,0
964,Social|Paid_Search|Paid_Search,3,1
965,Email|Paid_Search|Paid_Search,3,1
966,Email|Display|Social|Paid_Search,4,1
967,Paid_Search|Email|Paid_Search|Paid_Search,4,1
968,Paid_Search|Email,2,1
969,Display|Social|Paid_Search,3,0
970,Social|Display|Social,3,0
971,Email|Paid_Search,2,1
972,Display|Paid_Search,2,1
973,Paid_Search,1,1
974,Paid_Search|Paid_Search,2,0
975,Social|Display|Paid_Search|Social,4,1
976,Paid_Search,1,0
977,Display|Social|Paid_Search,3,1
978,Display|Social|Paid_Search|Paid_Search,4,1
979,Email|Social|Display,3,1
980,Social|Paid_Search,2,0
981,Display|Social,2,1
982,Social,1,1
983,Social,1,0
984,Display|Paid_Search,2,1
985,Display|Social|Email,3,1
986,Social|Display|Display,3,1
987,Display|Display,2,0
988,Social|Paid_Search|Email,3,1
989,Social|Paid_Search,2,1
990,Display|Paid_Search,2,1
991,Display|Paid_Search,2,1
992,Email,1,1
993,Display|Paid_Search,2,1
994,Display,1,1
995,Paid_Search,1,1
996,Paid_Search,1,1
997,Display|Paid_Search,2,0
998,Display|Paid_Search|Paid_Search|Paid_Search,4,1
999,Display|Email,2,0
1000,Paid_Search|Email,2,1
1001,Social|Social,2,0
1002,Paid_Search,1,0
1003,Display|Email|Paid_Search,3,1
1004,Display|Social|Paid_Search,3,1
1005,Display|Social,2,1
1006,Social,1,1
1007,Social,1,0
1008,Email,1,0
1009,Paid_Search|Email|Email,3,1
1010,Display|Social|Social,3,0
1011,Social,1,1
1012,Paid_Search|Social,2,0
1013,Paid_Search,1,1
1014,Display|Email,2,0
1015,Paid_Search,1,1
1016,Display|Email|Paid_Search|Email,4,0
1017,Social,1,0
1018,Email,1,0
1019,Display|Paid_Search|Display,3,0
1020,Email,1,0
1021,Social|Social|Email|Paid_Search,4,1
1022,Email|Email,2,0
1023,Email|Paid_Search,2,1
1024,Display|Social,2,0
1025,Paid_Search,1,1
1026,Display|Email,2,1
1027,Paid_Search|Social,2,1
1028,Display|Social|Paid_Search,3,1
1029,Email,1,1
1030,Social|Social|Paid_Search,3,1
1031,Display|Paid_Search|Paid_Search,3,1
1032,Social,1,0
1033,Social|Social,2,0
1034,Display|Social|Paid_Search,3,1
1035,Email,1,1
1036,Display|Email|Social,3,0
1037,Paid_Search|Display|Email,3,1
1038,Paid_Search|Paid_Search|Email|Social,4,1
1039,Social,1,0
1040,Paid_Search|Paid_Search|Paid_Search|Social,4,0
1041,Display|Paid_Search,2,0
1042,Paid_Search,1,1
1043,Social|Email,2,1
1044,Display|Display|Paid_Search,3,1
1045,Display|Paid_Search|Paid_Search|Paid_Search,4,0
1046,Paid_Search,1,0
1047,Paid_Search,1,0
1048,Display|Social,2,0
1049,Paid_Search,1,1
1050,Display|Email|Paid_Search,3,1
1051,Display|Paid_Search|Email|Social,4,0
1052,Display|Paid_Search,2,1
1053,Display|Email,2,1
1054,Paid_Search,1,0
1055,Display|Paid_Search,2,1
1056,Social|Social|Social,3,0
1057,Paid_Search,1,0
1058,Social|Email|Display|Paid_Search,4,0
1059,Display|Paid_Search,2,1
1060,Email,1,1
1061,Paid_Search,1,1
1062,Display,1,0
1063,Paid_Search,1,1
1064,Social|Email|Email,3,1
1065,Display|Paid_Search,2,0
1066,Display|Paid_Search,2,0
1067,Display|Paid_Search,2,1
1068,Paid_Search,1,1
1069,Social|Email|Paid_Search,3,1
1070,Display|Social|Email|Email,4,1
1071,Paid_Search,1,1
1072,Paid_Search,1,0
1073,Display|Paid_Search,2,1
1074,Social,1,0
1075,Social|Email,2,0
1076,Social,1,1
1077,Email|Social|Display|Paid_Search,4,1
1078,Email|Paid_Search,2,1
1079,Email,1,0
1080,Email|Paid_Search,2,1
1081,Social,1,1
1082,Paid_Search,1,0
1083,Social|Paid_Search|Social,3,1
1084,Social|Paid_Search|Email|Social,4,0
1085,Display|Paid_Search|Email,3,0
1086,Display|Social,2,1
1087,Paid_Search,1,1
1088,Display|Paid_Search|Paid_Search,3,1
1089,Display|Paid_Search|Paid_Search,3,1
1090,Social|Paid_Search,2,0
1091,Social|Social|Email,3,0
1092,Paid_Search|Email|Email|Email,4,1
1093,Display|Display|Paid_Search,3,1
1094,Display,1,1
1095,Paid_Search,1,0
1096,Paid_Search|Social|Social,3,1
1097,Email,1,1
1098,Social,1,1
1099,Display|Display|Paid_Search,3,0
1100,Email,1,0
1101,Email|Email|Paid_Search|Paid_Search,4,1
1102,Display|Email,2,1
1103,Paid_Search,1,0
1104,Display|Paid_Search,2,0
1105,Email,1,1
1106,Social|Email,2,0
1107,Social,1,0
1108,Display|Paid_Search,2,1
1109,Display|Email,2,0
1110,Social|Email,2,0
1111,Paid_Search|Paid_Search,2,1
1112,Social|Paid_Search,2,1
1113,Display|Paid_Search,2,1
1114,Paid_Search,1,1
1115,Social|Paid_Search|Email,3,1
1116,Social|Email,2,1
1117,Social|Social|Email,3,0
1118,Paid_Search,1,1
1119,Paid_Search,1,1
1120,Email,1,0
1121,Social|Paid_Search|Paid_Search|Social,4,1
1122,Social|Paid_Search,2,1
1123,Email|Paid_Search|Paid_Search,3,0
1124,Display|Paid_Search,2,1
1125,Email,1,0
1126,Display|Email,2,0
1127,Paid_Search|Paid_Search,2,1
1128,Social|Paid_Search|Paid_Search,3,1
1129,Social,1,1
1130,Paid_Search,1,0
1131,Email,1,1
1132,Paid_Search,1,1
1133,Social|Paid_Search,2,1
1134,Paid_Search,1,0
1135,Display|Email,2,1
1136,Social|Email|Paid_Search,3,1
1137,Display|Display|Paid_Search|Paid_Search,4,1
1138,Paid_Search|Paid_Search,2,1
1139,Display|Social|Paid_Search,3,0
1140,Social|Paid_Search|Paid_Search,3,0
1141,Display,1,0
1142,Display|Social|Email|Paid_Search,4,1
1143,Display|Display|Email,3,0
1144,Display|Email|Paid_Search,3,0
1145,Social,1,1
1146,Email|Social,2,0
1147,Social|Display|Paid_Search,3,0
1148,Paid_Search,1,1
1149,Display|Paid_Search,2,1
1150,Paid_Search,1,0
1151,Email,1,0
1152,Social,1,0
1153,Display|Paid_Search,2,0
1154,Display|Email,2,1
1155,Email,1,1
1156,Display|Paid_Search,2,1
1157,Social|Social,2,0
1158,Social|Display|Paid_Search,3,0
1159,Display|Paid_Search,2,1
1160,Paid_Search|Paid_Search,2,0
1161,Email|Paid_Search,2,1
1162,Social|Social|Paid_Search,3,1
1163,Social,1,0
1164,Paid_Search,1,0
1165,Display|Paid_Search,2,1
1166,Display|Social|Display|Social,4,0
1167,Social,1,0
1168,Social|Paid_Search,2,1
1169,Display|Display|Paid_Search,3,1
1170,Paid_Search,1,1
1171,Display|Email,2,1
1172,Display|Social,2,0
1173,Social,1,0
1174,Display|Display|Paid_Search,3,1
1175,Social|Social|Paid_Search,3,1
1176,Paid_Search,1,1
1177,Display|Display|Social|Social,4,0
1178,Social|Email|Social,3,0
1179,Email|Social|Email,3,1
1180,Social|Paid_Search,2,0
1181,Social,1,0
1182,Social,1,0
1183,Social|Display|Paid_Search|Paid_Search,4,1
1184,Social|Social,2,0
1185,Email,1,1
1186,Display|Email|Social|Social,4,0
1187,Display|Paid_Search|Social,3,0
1188,Display|Paid_Search,2,1
1189,Display|Paid_Search,2,1
1190,Paid_Search,1,1
1191,Paid_Search|Paid_Search|Paid_Search|Paid_Search,4,1
1192,Paid_Search|Paid_Search,2,0
1193,Display|Email|Email,3,1
1194,Email,1,0
1195,Social|Paid_Search|Email|Paid_Search,4,0
1196,Display|Email,2,1
1197,Paid_Search,1,1
1198,Social|Email,2,0
1199,Social,1,0
1200,Paid_Search,1,1
1201,Display|Paid_Search,2,1
1202,Email,1,0
1203,Paid_Search,1,1
1204,Display|Social,2,0
1205,Display|Paid_Search,2,0
1206,Paid_Search,1,1
1207,Display|Paid_Search|Email,3,1
1208,Paid_Search,1,0
1209,Social|Paid_Search,2,1
1210,Paid_Search,1,0
1211,Email|Social,2,1
1212,Paid_Search,1,1
1213,Social|Email|Paid_Search|Email,4,1
1214,Display|Paid_Search,2,1
1215,Email|Email,2,0
1216,Display|Paid_Search,2,1
1217,Email|Paid_Search|Social,3,1
1218,Display|Email,2,1
1219,Social|Display|Paid_Search,3,0
1220,Email,1,1
1221,Paid_Search,1,1
1222,Paid_Search,1,1
1223,Social|Email,2,1
1224,Social|Paid_Search|Paid_Search,3,0
1225,Paid_Search,1,0
1226,Display|Paid_Search,2,0
1227,Display|Paid_Search,2,0
1228,Email,1,1
1229,Display|Email|Social,3,0
1230,Social,1,0
1231,Social|Paid_Search,2,0
1232,Paid_Search,1,0
1233,Display|Paid_Search|Paid_Search,3,1
1234,Paid_Search|Social|Email,3,1
1235,Paid_Search,1,1
1236,Social|Social|Display|Paid_Search,4,1
1237,Email,1,1
1238,Display|Display|Social|Paid_Search,4,1
1239,Social|Paid_Search,2,0
1240,Paid_Search,1,1
1241,Paid_Search,1,1
1242,Display|Social|Paid_Search,3,1
1243,Email|Paid_Search|Display,3,1
1244,Display|Email,2,0
1245,Display|Email|Social,3,1
1246,Social|Display,2,0
1247,Social,1,0
1248,Display|Paid_Search|Paid_Search,3,1
1249,Paid_Search|Email|Paid_Search,3,1
1250,Display|Social|Social|Email,4,0
1251,Social|Paid_Search|Paid_Search|Email,4,0
1252,Social,1,0
1253,Social|Social|Paid_Search|Paid_Search,4,1
1254,Paid_Search|Paid_Search,2,0
1255,Display|Paid_Search|Social|Paid_Search,4,0
1256,Email,1,0
1257,Social,1,1
1258,Display|Social,2,1
1259,Social|Email,2,1
1260,Social|Paid_Search|Email,3,1
1261,Display|Email,2,1
1262,Email|Email,2,0
1263,Email|Email,2,1
1264,Paid_Search,1,0
1265,Paid_Search,1,0
1266,Social|Display,2,1
1267,Paid_Search,1,0
1268,Social|Email,2,1
1269,Social,1,0
1270,Display|Social,2,1
1271,Paid_Search,1,0
1272,Social|Email,2,0
1273,Paid_Search|Email|Social,3,0
1274,Email,1,1
1275,Paid_Search|Email,2,1
1276,Display|Social|Social,3,0
1277,Social|Paid_Search,2,0
1278,Social|Social,2,1
1279,Email|Paid_Search,2,1
1280,Paid_Search,1,1
1281,Display|Paid_Search|Social|Email,4,1
1282,Social|Paid_Search|Display|Paid_Search,4,1
1283,Display|Social|Paid_Search,3,1
1284,Email|Paid_Search,2,1
1285,Paid_Search,1,1
1286,Display|Paid_Search,2,1
1287,Display|Social,2,0
1288,Display,1,1
1289,Email,1,0
1290,Display|Paid_Search,2,1
1291,Display|Email,2,1
1292,Social|Paid_Search|Paid_Search|Email,4,1
1293,Email|Social|Email,3,0
1294,Email,1,0
1295,Email|Email|Paid_Search|Social,4,1
1296,Paid_Search,1,1
1297,Display|Paid_Search,2,0
1298,Display|Email,2,1
1299,Social|Social|Paid_Search,3,1
1300,Email,1,0
1301,Paid_Search,1,1
1302,Email,1,1
1303,Display,1,1
1304,Paid_Search,1,0
1305,Display|Email,2,0
1306,Display|Email|Social|Paid_Search,4,0
1307,Social,1,0
1308,Paid_Search,1,1
1309,Social|Email|Paid_Search|Paid_Search,4,0
1310,Display|Paid_Search,2,0
1311,Email,1,0
1312,Social|Social|Paid_Search,3,0
1313,Display,1,0
1314,Email|Paid_Search,2,1
1315,Social|Email|Social,3,0
1316,Social|Paid_Search,2,1
1317,Social|Paid_Search|Email,3,0
1318,Social,1,1
1319,Display|Email,2,0
1320,Display|Paid_Search,2,1
1321,Email,1,0
1322,Display|Paid_Search|Social|Paid_Search,4,1
1323,Social|Social|Social|Paid_Search,4,1
1324,Social,1,1
1325,Display|Email,2,0
1326,Display|Display|Social|Paid_Search,4,1
1327,Paid_Search|Social,2,0
1328,Display|Email|Paid_Search,3,0
1329,Social,1,1
1330,Display|Paid_Search|Email,3,0
1331,Display|Paid_Search,2,1
1332,Paid_Search|Paid_Search|Email,3,1
1333,Email|Paid_Search,2,1
1334,Paid_Search,1,0
1335,Paid_Search|Email,2,1
1336,Social,1,1
1337,Email|Paid_Search,2,1
1338,Social|Display,2,1
1339,Social|Social,2,1
1340,Paid_Search|Email|Email,3,1
1341,Paid_Search|Social|Display,3,1
1342,Paid_Search|Social|Display|Social,4,1
1343,Email|Email,2,1
1344,Social|Email,2,0
1345,Social|Paid_Search,2,0
1346,Display|Paid_Search,2,1
1347,Social,1,0
1348,Paid_Search|Paid_Search,2,1
1349,Email,1,0
1350,Email|Email,2,1
1351,Email|Social,2,1
1352,Paid_Search|Paid_Search,2,1
1353,Display|Paid_Search,2,0
1354,Display|Paid_Search,2,1
1355,Social|Social|Paid_Search|Paid_Search,4,1
1356,Paid_Search,1,0
1357,Social|Email|Paid_Search,3,1
1358,Email,1,0
1359,Social,1,1
1360,Email|Paid_Search|Social,3,1
1361,Email,1,1
1362,Email|Paid_Search,2,1
1363,Display|Social,2,1
1364,Paid_Search,1,0
1365,Paid_Search,1,0
1366,Paid_Search,1,0
1367,Display|Social,2,1
1368,Social|Paid_Search,2,0
1369,Display|Social|Social,3,0
1370,Display|Paid_Search,2,1
1371,Display|Social,2,0
1372,Email,1,1
1373,Email|Social,2,1
1374,Email|Paid_Search,2,1
1375,Display|Social,2,0
1376,Display|Email,2,1
1377,Email,1,0
1378,Paid_Search|Social|Paid_Search,3,0
1379,Social|Social,2,0
1380,Paid_Search,1,0
1381,Paid_Search,1,1
1382,Display|Social,2,0
1383,Social|Paid_Search,2,1
1384,Display|Social|Email,3,1
1385,Social|Paid_Search,2,1
1386,Email,1,1
1387,Display|Social|Email,3,0
1388,Social|Social,2,0
1389,Display|Paid_Search|Social,3,0
1390,Paid_Search|Paid_Search|Social|Email,4,1
1391,Email,1,0
1392,Display|Paid_Search|Paid_Search,3,1
1393,Display|Paid_Search,2,1
1394,Email,1,0
1395,Paid_Search|Paid_Search|Display,3,1
1396,Display|Paid_Search,2,0
1397,Social,1,0
1398,Email,1,1
1399,Paid_Search,1,0
1400,Display|Social,2,1
1401,Email|Display|Social,3,0
1402,Display|Paid_Search,2,0
1403,Paid_Search|Social|Paid_Search,3,1
1404,Paid_Search,1,0
1405,Social|Paid_Search,2,1
1406,Email,1,0
1407,Display|Social|Social,3,0
1408,Email|Paid_Search|Paid_Search,3,1
1409,Display|Email|Paid_Search,3,1
1410,Display|Email,2,0
1411,Paid_Search,1,0
1412,Paid_Search|Email,2,1
1413,Social|Email,2,0
1414,Social|Paid_Search|Social,3,1
1415,Display|Social|Paid_Search|Social,4,0
1416,Display|Paid_Search,2,1
1417,Paid_Search,1,1
1418,Paid_Search|Display|Paid_Search|Email,4,1
1419,Display|Social,2,1
1420,Paid_Search|Display|Social,3,1
1421,Paid_Search|Paid_Search|Social,3,1
1422,Social|Email,2,1
1423,Social|Paid_Search|Social,3,0
1424,Email,1,0
1425,Social,1,0
1426,Display|Social|Paid_Search,3,1
1427,Email|Paid_Search|Email,3,1
1428,Display|Email,2,0
1429,Paid_Search|Email,2,0
1430,Social,1,0
1431,Paid_Search,1,1
1432,Social|Paid_Search|Paid_Search|Paid_Search,4,1
1433,Social|Paid_Search|Email|Paid_Search,4,1
1434,Paid_Search,1,1
1435,Social|Social,2,1
1436,Social|Email,2,1
1437,Display|Social|Paid_Search,3,0
1438,Social,1,0
1439,Social|Social|Email,3,0
1440,Display|Social|Email,3,1
1441,Paid_Search,1,1
1442,Social|Paid_Search,2,1
1443,Paid_Search,1,1
1444,Email,1,1
1445,Display|Social|Email|Social,4,1
1446,Social,1,0
1447,Paid_Search|Paid_Search|Email,3,1
1448,Social,1,0
1449,Email|Email,2,1
1450,Display|Paid_Search|Paid_Search,3,0
1451,Display,1,0
1452,Display|Paid_Search,2,1
1453,Paid_Search,1,1
1454,Paid_Search,1,0
1455,Social|Display|Paid_Search,3,0
1456,Social|Email|Email,3,0
1457,Social|Paid_Search,2,1
1458,Social|Social,2,0
1459,Paid_Search,1,0
1460,Social|Paid_Search|Social|Display,4,1
1461,Email|Email|Social,3,1
1462,Display|Paid_Search,2,1
1463,Paid_Search,1,0
1464,Social|Email,2,0
1465,Display|Paid_Search|Paid_Search,3,1
1466,Display|Email|Paid_Search,3,0
1467,Social|Paid_Search|Paid_Search,3,1
1468,Display|Paid_Search,2,0
1469,Paid_Search|Social|Email,3,1
1470,Paid_Search|Social|Email,3,1
1471,Email,1,0
1472,Display|Paid_Search,2,0
1473,Social|Social|Paid_Search,3,1
1474,Social|Paid_Search|Social,3,1
1475,Paid_Search|Display|Paid_Search,3,0
1476,Paid_Search,1,0
1477,Paid_Search|Email,2,1
1478,Social|Paid_Search,2,1
1479,Social|Email,2,1
1480,Display|Paid_Search,2,1
1481,Display|Paid_Search|Email,3,1
1482,Social|Paid_Search,2,1
1483,Email,1,0
1484,Email,1,0
1485,Display|Display,2,1
1486,Paid_Search,1,1
1487,Display|Paid_Search|Paid_Search,3,1
1488,Display|Email,2,1
1489,Display|Social,2,0
1490,Paid_Search,1,1
1491,Social,1,1
1492,Paid_Search,1,0
1493,Social|Social|Email,3,0
1494,Paid_Search,1,0
1495,Social|Paid_Search,2,1
1496,Paid_Search|Display|Paid_Search|Paid_Search,4,1
1497,Display|Paid_Search,2,1
1498,Display|Display,2,1
1499,Email|Paid_Search,2,1
1500,Social|Email,2,0
1501,Social|Social,2,0
1502,Paid_Search,1,1
1503,Paid_Search,1,0
1504,Social|Email,2,1
1505,Social|Paid_Search,2,1
1506,Paid_Search|Paid_Search,2,1
1507,Social|Paid_Search|Paid_Search|Social,4,1
1508,Email,1,1
1509,Social|Social,2,0
1510,Display|Paid_Search|Paid_Search,3,0
1511,Display|Paid_Search,2,1
1512,Social,1,0
1513,Paid_Search|Social,2,1
1514,Email,1,0
1515,Paid_Search,1,1
1516,Display|Email,2,0
1517,Paid_Search|Social|Display|Social,4,1
1518,Email,1,1
1519,Paid_Search|Social|Social,3,1
1520,Paid_Search,1,1
1521,Display|Social,2,1
1522,Display|Email,2,1
1523,Display|Paid_Search,2,0
1524,Paid_Search,1,0
1525,Display|Paid_Search|Social,3,1
1526,Social|Paid_Search|Paid_Search,3,1
1527,Social|Social,2,1
1528,Social|Paid_Search,2,0
1529,Display|Paid_Search|Paid_Search,3,1
1530,Email,1,1
1531,Display|Email|Social|Paid_Search,4,0
1532,Display|Paid_Search,2,1
1533,Display|Paid_Search|Social,3,0
1534,Paid_Search|Social|Paid_Search,3,0
1535,Email,1,1
1536,Social,1,1
1537,Email,1,1
1538,Display|Paid_Search,2,0
1539,Paid_Search|Paid_Search,2,0
1540,Social|Paid_Search,2,1
1541,Social|Social,2,0
1542,Social,1,0
1543,Display|Paid_Search,2,0
1544,Display|Social|Email,3,1
1545,Display|Display|Paid_Search,3,1
1546,Paid_Search,1,1
1547,Social|Paid_Search,2,1
1548,Display|Paid_Search|Email,3,1
1549,Paid_Search,1,0
1550,Paid_Search|Paid_Search,2,0
1551,Email,1,0
1552,Social|Paid_Search,2,0
1553,Social|Social,2,1
1554,Display|Email|Paid_Search,3,1
1555,Paid_Search|Social|Display|Social,4,0
1556,Email,1,0
1557,Paid_Search,1,1
1558,Paid_Search,1,1
1559,Email,1,0
1560,Display|Paid_Search|Paid_Search,3,0
1561,Display|Paid_Search|Social|Email,4,0
1562,Social,1,0
1563,Display,1,1
1564,Social|Paid_Search,2,1
1565,Social|Paid_Search|Social|Email,4,1
1566,Display|Paid_Search|Social,3,1
1567,Display|Email|Social|Paid_Search,4,1
1568,Paid_Search|Paid_Search,2,0
1569,Display|Paid_Search|Email,3,1
1570,Paid_Search|Email,2,1
1571,Display|Email|Social,3,0
1572,Social|Paid_Search|Paid_Search,3,0
1573,Social,1,0
1574,Social,1,0
1575,Social|Email|Email,3,0
1576,Display|Paid_Search|Social|Paid_Search,4,1
1577,Paid_Search,1,1
1578,Paid_Search,1,0
1579,Social|Social|Paid_Search,3,1
1580,Display|Social|Paid_Search,3,0
1581,Email|Paid_Search|Social,3,1
1582,Display|Social|Paid_Search,3,1
1583,Social|Display|Social,3,0
1584,Paid_Search,1,0
1585,Paid_Search|Paid_Search|Display|Paid_Search,4,0
1586,Social,1,1
1587,Social|Email|Social,3,0
1588,Email|Social|Social,3,0
1589,Social|Paid_Search,2,1
1590,Email,1,1
1591,Paid_Search,1,1
1592,Email|Paid_Search,2,1
1593,Social|Paid_Search|Paid_Search,3,1
1594,Social|Email|Paid_Search,3,0
1595,Social,1,0
1596,Paid_Search|Paid_Search,2,0
1597,Social,1,1
1598,Paid_Search,1,1
1599,Display|Paid_Search,2,0
1600,Display|Social|Display|Paid_Search,4,0
1601,Social|Paid_Search,2,1
1602,Email,1,0
1603,Email,1,0
1604,Display|Email,2,0
1605,Display|Paid_Search,2,0
1606,Social|Paid_Search,2,1
1607,Email,1,1
1608,Social|Paid_Search|Social|Paid_Search,4,0
1609,Social|Paid_Search,2,1
1610,Paid_Search,1,1
1611,Social|Paid_Search,2,1
1612,Social,1,1
1613,Email|Paid_Search|Email,3,1
1614,Social|Paid_Search,2,1
1615,Social|Email,2,1
1616,Email,1,1
1617,Display|Social|Paid_Search,3,0
1618,Paid_Search|Email|Paid_Search,3,1
1619,Paid_Search|Social,2,0
1620,Social,1,0
1621,Display|Email|Paid_Search,3,0
1622,Display|Email,2,0
1623,Display|Paid_Search,2,0
1624,Social|Paid_Search,2,1
1625,Display|Social,2,0
1626,Social,1,0
1627,Email,1,1
1628,Email,1,1
1629,Email,1,1
1630,Social,1,0
1631,Display|Email,2,0
1632,Social|Email,2,1
1633,Paid_Search|Paid_Search|Email,3,1
1634,Social,1,0
1635,Paid_Search,1,0
1636,Social|Paid_Search|Paid_Search,3,0
1637,Email|Paid_Search|Paid_Search|Paid_Search,4,0
1638,Display|Email,2,0
1639,Display|Social,2,0
1640,Display|Paid_Search|Email,3,1
1641,Email|Email,2,1
1642,Social,1,0
1643,Social,1,1
1644,Social|Paid_Search|Email|Paid_Search,4,1
1645,Paid_Search|Email,2,1
1646,Display|Email,2,1
1647,Display|Paid_Search|Email,3,0
1648,Social,1,1
1649,Display|Email,2,1
1650,Email|Paid_Search,2,1
1651,Display|Social|Email,3,1
1652,Display|Paid_Search,2,0
1653,Social|Email,2,1
1654,Email,1,1
1655,Display|Paid_Search|Paid_Search|Social,4,1
1656,Social|Display,2,1
1657,Display|Email|Social|Social,4,1
1658,Email|Social,2,1
1659,Paid_Search|Paid_Search,2,1
1660,Paid_Search|Paid_Search|Social,3,0
1661,Social|Social,2,1
1662,Social|Email|Social|Paid_Search,4,0
1663,Display|Paid_Search,2,1
1664,Paid_Search,1,0
1665,Social,1,0
1666,Email|Social|Paid_Search|Email,4,1
1667,Display|Email,2,1
1668,Display|Social|Social|Email,4,1
1669,Social,1,0
1670,Social|Email,2,0
1671,Display|Paid_Search|Paid_Search,3,0
1672,Paid_Search|Paid_Search,2,0
1673,Social,1,0
1674,Email|Paid_Search|Email,3,1
1675,Social|Email|Paid_Search|Social,4,1
1676,Email,1,1
1677,Display|Social|Social,3,0
1678,Display|Email,2,0
1679,Email|Display|Social,3,1
1680,Display|Display,2,1
1681,Email|Email|Paid_Search,3,1
1682,Display|Paid_Search,2,1
1683,Email|Social|Social|Email,4,0
1684,Email|Paid_Search,2,1
1685,Paid_Search,1,0
1686,Display|Social,2,0
1687,Display|Email,2,1
1688,Paid_Search,1,0
1689,Paid_Search,1,1
1690,Display|Social|Paid_Search,3,1
1691,Email,1,0
1692,Display,1,0
1693,Paid_Search|Email|Email|Email,4,0
1694,Display|Social|Email,3,0
1695,Display|Paid_Search,2,0
1696,Display|Email,2,1
1697,Paid_Search|Paid_Search,2,0
1698,Paid_Search,1,1
1699,Social|Email,2,0
1700,Display|Paid_Search,2,1
1701,Email|Social|Paid_Search|Email,4,1
1702,Display|Social,2,0
1703,Display|Paid_Search,2,1
1704,Social,1,1
1705,Display|Paid_Search,2,0
1706,Social,1,0
1707,Display|Paid_Search|Email,3,1
1708,Paid_Search,1,1
1709,Social|Paid_Search|Email,3,1
1710,Paid_Search,1,0
1711,Paid_Search|Email|Email,3,1
1712,Social,1,0
1713,Display|Email,2,0
1714,Email|Paid_Search|Email,3,1
1715,Social|Paid_Search|Paid_Search,3,1
1716,Paid_Search|Email,2,1
1717,Display|Paid_Search,2,1
1718,Email,1,0
1719,Paid_Search,1,0
1720,Display|Paid_Search,2,1
1721,Display|Paid_Search,2,1
1722,Display|Display|Paid_Search,3,0
1723,Display|Paid_Search|Email,3,1
1724,Email,1,0
1725,Email,1,0
1726,Social|Paid_Search,2,1
1727,Display|Email,2,1
1728,Email,1,1
1729,Email,1,1
1730,Paid_Search,1,1
1731,Email|Email,2,1
1732,Display|Display,2,1
1733,Social|Paid_Search|Paid_Search,3,1
1734,Social|Paid_Search|Social,3,1
1735,Social|Social,2,1
1736,Display|Social|Paid_Search,3,1
1737,Social|Social,2,0
1738,Social|Email,2,0
1739,Email,1,0
1740,Email,1,1
1741,Paid_Search,1,1
1742,Social|Paid_Search|Paid_Search,3,1
1743,Paid_Search|Display,2,1
1744,Display|Paid_Search,2,1
1745,Social|Display|Paid_Search,3,0
1746,Email,1,1
1747,Display|Display|Email,3,0
1748,Display|Display|Paid_Search,3,0
1749,Display|Paid_Search|Paid_Search|Paid_Search,4,0
1750,Display|Paid_Search|Paid_Search,3,1
1751,Email|Paid_Search,2,1
1752,Email|Paid_Search,2,0
1753,Social,1,0
1754,Email|Paid_Search,2,1
1755,Paid_Search,1,1
1756,Display|Social|Paid_Search,3,0
1757,Social|Paid_Search,2,0
1758,Social,1,0
1759,Display,1,0
1760,Social|Social,2,0
1761,Social,1,0
1762,Social|Paid_Search,2,1
1763,Social,1,0
1764,Social,1,0
1765,Display|Paid_Search,2,1
1766,Display|Email,2,1
